instance_id	predicted_score
115217411682892379	0.009692097226768148
2331614524079851984	0.03413935873833984
2246172863889309559	0.017174281872165287
5114721050451516374	0.009913242157175924
7265041437231674935	0.012290104636618894
1710862948158819014	0.003511615792677157
1862086875186243739	0.010055545575770066
2626924230254821315	0.01221749185748932
2073586718492956603	0.0036672398088094965
4000601263685860303	0.011751960354506654
6979015193886102328	0.03746339690701194
2985022931737586581	0.009978404866023156
9113862232085131123	0.012409766487522903
3797384138404486729	0.008546843904761386
1905518497671778779	0.004941847232203557
2254751083999172613	0.007892413863351894
2382986632140811337	0.00670707058730564
5365887363022121873	0.018192893976853735
8535125093055585776	0.011090464141593107
3786454230684989887	0.011467717619445879
9104125533925007331	0.008032257155613957
5122882185633935420	0.018609702895335995
4773595256495870612	0.014523823575344857
442625016663868157	0.011927478089339747
2160031631761945530	0.018829764974093072
7461466833431651904	0.023553744660239153
5986112086185625601	0.044866421413524066
4638324123702038239	0.0044167979363509925
2083503309156947397	0.011476280653105086
6042737952559761842	0.020354009901021233
4518865829315330134	0.009399970085659515
1042130295775464951	0.008658470956105616
3442667515683854903	0.0071300955630317405
648037969437479474	0.013500749995107253
7477350369301126016	0.008213705167365486
5111570055911447828	0.011881323146791307
7497557375527590386	0.02691568716547637
5470029175609905622	0.012758963122514759
8406249573109278117	0.008139021632033186
588539897921005411	0.006026265616049735
2557105203880357773	0.013361341214218735
6906095709831744682	0.004418100494272837
1463373854666430313	0.004565195188630985
6748390104011383570	0.035434462462347674
7668315446294146612	0.0055089540367102546
5644695768241011062	0.02650804554678613
757695945760467439	0.007076490883366223
7044557344994542888	0.014872193141068565
6978496167278921495	0.022758895132137108
8875655355400325685	0.004719706621028387
424960379262435093	0.008793292055693278
350767975511449697	0.011959719174381454
2289226616825288499	0.013076350154126625
7471302733760088386	0.006321240363443194
1852479815704068846	0.011130120179841265
4382541720124475102	0.02227668565573375
1281675215132961340	0.0069054302471462025
6299419135719070201	0.005404345646405538
4063412606861160132	0.0031379261844331685
2190856178532783841	0.01101642944926133
8765797092760298487	0.009414602219270287
5466486213729364727	0.05398086306472818
7034763875804875196	0.06338003248427587
2655220716494299801	0.004550260657437465
3780820259594602166	0.007029808358278584
1465749962143390568	0.02471769528448284
131649572697330082	0.002541778092028325
1080331660529963064	0.005226317784388852
5672222159503062695	0.023492203820266004
1079468883779244171	0.002516144433320181
