instance_id predicted_score
115217411682892379 0.004372635026583473
2331614524079851984 0.055533317312346876
2246172863889309559 0.013410383510588562
5114721050451516374 0.007608274117046563
7265041437231674935 0.01260162627024139
1710862948158819014 0.002477595274813167
1862086875186243739 0.006367560744740609
2626924230254821315 0.008073945307963043
2073586718492956603 0.0017570253682590209
4000601263685860303 0.011491576069216303
6979015193886102328 0.02350554170385896
2985022931737586581 0.012072761817347259
9113862232085131123 0.010454521752717768
3797384138404486729 0.009378412657915518
1905518497671778779 0.005832964661768586
2254751083999172613 0.0071181786955419645
2382986632140811337 0.003970053383144882
5365887363022121873 0.03708979032209539
8535125093055585776 0.016299296063452325
3786454230684989887 0.0028570596545501588
9104125533925007331 0.005519846380594495
5122882185633935420 0.029546440072622
4773595256495870612 0.012045069064719163
442625016663868157 0.010775877675198301
2160031631761945530 0.03780207869339927
7461466833431651904 0.008124081466135316
5986112086185625601 0.06303665997934065
4638324123702038239 0.003138547064284637
2083503309156947397 0.009051824372988909
6042737952559761842 0.028625087389198882
4518865829315330134 0.005696893640826328
1042130295775464951 0.006753596752597313
3442667515683854903 0.005225141363545434
648037969437479474 0.008150852858047938
7477350369301126016 0.005192743292052331
5111570055911447828 0.011971553488860566
7497557375527590386 0.020398112558120192
5470029175609905622 0.016582490758373262
8406249573109278117 0.003496533074248141
588539897921005411 0.004375021466373764
2557105203880357773 0.00986102521358812
6906095709831744682 0.0016080314745479047
1463373854666430313 0.0014894183470962148
6748390104011383570 0.048374667077932594
7668315446294146612 0.002877280048688773
5644695768241011062 0.019912766257381056
757695945760467439 0.0022200846309128803
7044557344994542888 0.009033253047422944
6978496167278921495 0.01697802651233428
8875655355400325685 0.0026376857865850777
424960379262435093 0.06856807465676049
350767975511449697 0.009962466609690725
2289226616825288499 0.03284459187043827
7471302733760088386 0.0021350868189065784
1852479815704068846 0.00718745680135076
4382541720124475102 0.018874082328581135
1281675215132961340 0.005007924582381577
6299419135719070201 0.009398954088907226
4063412606861160132 0.0007287614066293867
2190856178532783841 0.007482766489722345
8765797092760298487 0.010946331447519542
5466486213729364727 0.0909620414563993
7034763875804875196 0.07033170430498209
2655220716494299801 0.0015999402876339499
3780820259594602166 0.0042865161993860534
1465749962143390568 0.040907157915197494
131649572697330082 0.0008683401604919082
1080331660529963064 0.0027182274774393876
5672222159503062695 0.016938711615805728
1079468883779244171 0.0008887136958187752
1222967827616972636 0.005198518427191839
3404718022032179043 0.018263312344908897
2550051396893538636 0.01430112002378285
234607259210591257 0.03601041483477537
6324132611032084197 0.05911196819042452
4679115841972773958 0.01190131026094814
3847812251488241915 0.006139569912137642
2085632482845810545 0.01982242714284481
3484911716120547285 0.005850290574956044
6135566956955273037 0.011246551315004683
1113032177134027547 0.02445390810531848
7484296127643832018 0.0010066857121570122
1629640898814199601 0.005666819641201054
2950668458672279297 0.010931307251210016
5405027024431444983 0.003775915645785437
635352209343998735 0.005804884151408192
2319765929036635070 0.012571997094138601
6811589004997751056 0.0031339747804871856
697136616473681238 0.0015193138647382402
4302752055946402575 0.005385972361380308
5438962512976231161 0.011249106573010358
8046928195475329057 0.0009101568075789749
417773360725619967 0.005351924188277094
1345579578879456638 0.003172860359657613
7781269943483564476 0.0009873746843416585
8072563347631032576 0.0017975207125236381
6119259441644640880 0.003543810366154476
9091423912005697413 0.02830276359985887
8644537850105652619 0.0014458387985549109
5874441374025281529 0.035855193405611746
5444888309490559914 0.012620858094813872
7426991143835028946 0.0027959914416922495
8319918242955501606 0.0054699217563238
6869497768676738108 0.008107753829868277
2478634395413285215 0.0029250301690660774
6307362388339586652 0.0038029038535926773
1614384272389616254 0.0038278225284731
2079318146002289857 0.012998912232264702
6367610285813468237 0.04434885831608833
744643601100456625 0.018205870983085806
7831750729088996882 0.0007049802252381008
6211760710457079009 0.021346190816998564
4521282573988716004 0.02772307977359049
6306155604879560982 0.006049555617902557
4816175256652421429 0.012615839588428846
4165727098718751482 0.003138914292332644
2751711816885810382 0.012047985546645271
